Category,Vector
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.  2. 17. 22.  0.]
1,[ 0.   0.   0.  12.5 10. ]
1,[ 1.  0.  1. 14. 13.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 5. 1.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  2.  0. 11.  9.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 17.  0.  3.]
-1,[ 0.  1. 16. 14. 12.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 15.  1.]
-1,[ 0.     0.     6.     0.875 26.   ]
1,[ 0.  0.  0. 22. 13.]
1,[0. 1. 0. 6. 0.]
1,[0. 1. 1. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  5. 15.]
1,[0. 0. 5. 0. 8.]
1,[0. 0. 3. 0. 4.]
1,[ 0.  0.  0. 10.  0.]
1,[0. 0. 0. 7. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 12.  2.]
1,[0. 0. 0. 6. 2.]
1,[ 0.   0.   0.  18.5  4. ]
1,[ 0.  1.  0. 56.  6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  1. 12.  2.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  1. 11.  3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  1.  1. 10.  3.]
1,[ 0.  1.  6.  0. 10.]
1,[0. 0. 0. 0. 3.]
-1,[ 0.  4. 25.  0.  3.]
-1,[0. 1. 3. 0. 7.]
1,[0. 0. 2. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 9.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 4. 1.]
1,[0. 0. 1. 0. 6.]
1,[ 0.  0.  0. 22. 15.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 6. 2.]
1,[ 0.  0.  1. 14.  1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 2. 0. 0.]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 8.]
-1,[ 0.  1. 27.  8.  7.]
1,[ 0.  0.  1.  0. 15.]
1,[0. 0. 0. 7. 8.]
1,[ 0.  1.  0. 13.  1.]
1,[0. 0. 0. 4. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 3. 0. 0.]
1,[0. 0. 0. 0. 0.]
-1,[ 1.  1. 25. 11.  3.]
1,[0. 1. 0. 6. 2.]
1,[0. 0. 0. 8. 4.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          3.         23.          5.33333333  4.        ]
1,[0.  0.  0.  6.5 3. ]
-1,[ 0.   0.  13.   2.5  2. ]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  1. 14. 16. 10.]
1,[0. 0. 0. 7. 1.]
1,[ 0.  0.  6. 13. 21.]
1,[0. 0. 0. 0. 4.]
-1,[1.  0.  8.  2.5 9. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.   2.  15.   1.2  8. ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 2.]
-1,[ 0.  3.  3. 22.  4.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 8.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 1.]
-1,[ 0.  2. 23.  1.  7.]
1,[ 0.  0.  0.  0. 11.]
-1,[ 0.  1. 14. 12.  2.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 0. 2.]
1,[ 0.  0.  0. 24.  4.]
1,[0.  1.  0.  5.5 2. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 2. 3.]
1,[0. 1. 0. 3. 1.]
-1,[ 0.          4.         21.          3.33333333  3.        ]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          4.         19.          1.33333333  4.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0.  0.  0.  6.5 1. ]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  1.  0. 12.  5.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 10. 13.]
1,[0. 1. 0. 9. 3.]
1,[0. 0. 0. 6. 2.]
1,[ 0.  0.  0. 13.  2.]
1,[ 0.  0.  0. 10.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 3.]
1,[0. 0. 0. 0. 6.]
1,[0. 1. 1. 0. 2.]
1,[0. 0. 0. 6. 2.]
-1,[ 0.  1. 24.  4.  3.]
1,[ 0.  0.  0. 18.  5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[0.  0.  0.  1.5 2. ]
1,[0. 0. 0. 7. 2.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 5. 0.]
-1,[ 0.   2.  16.   3.2  3. ]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  0. 16.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 18.  0.  5.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 0.]
-1,[ 1.    2.   12.    4.25 14.  ]
1,[0. 0. 1. 0. 9.]
1,[ 0.  0.  0. 19.  5.]
1,[0. 0. 0. 4. 2.]
-1,[ 0.  2. 10.  0.  9.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 1. 0. 4.]
1,[ 0.  0.  0. 10.  5.]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 8. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 0. 3.]
1,[0. 0. 0. 5. 2.]
1,[ 0.  0.  0.  0. 10.]
1,[0. 0. 0. 8. 5.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  2. 21.  5.]
1,[ 0.   0.   0.   9.5 24. ]
1,[0. 0. 1. 0. 3.]
1,[0. 0. 0. 5. 7.]
1,[ 0.  2.  0. 15.  6.]
1,[ 0.  0.  0. 14. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 5. 0. 7.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.   4.  16.   8.5  7. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 7. 4.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  2. 32.  2.  7.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 9. 1.]
1,[0. 0. 0. 6. 0.]
1,[ 0.   0.   2.  13.5  5. ]
1,[ 0.  0.  1. 16.  9.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 7.]
1,[ 0.  0.  0. 16.  7.]
1,[0. 0. 0. 6. 2.]
1,[0. 0. 0. 6. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 3. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 7.]
1,[0. 1. 0. 6. 2.]
-1,[ 0.  3. 23.  0.  3.]
1,[0. 0. 1. 8. 5.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0.  4. 16.]
1,[ 0.  0.  0.  0. 12.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.  3. 18. 14.  7.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 26.  8.]
1,[ 0.  1.  0. 16. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 6. 1.]
1,[ 0.  0.  0. 11.  3.]
-1,[ 0.  1. 16.  0. 12.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 6. 6.]
1,[0. 1. 0. 0. 1.]
-1,[ 0.          2.         18.          3.66666667 10.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 1. 0. 0. 2.]
1,[0. 1. 0. 6. 4.]
1,[ 0.  0.  2. 22.  3.]
1,[0. 1. 0. 4. 1.]
1,[ 0.  0.  0. 11.  2.]
1,[ 0.   0.   1.  26.5 19. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 2. 0. 3.]
1,[0. 0. 1. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[ 0.   1.   0.  23.5 21. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
-1,[0. 0. 8. 0. 1.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 7. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 6. 2.]
1,[ 0.  0.  0. 14.  6.]
1,[ 0.  0.  0. 10.  4.]
-1,[ 0.  2. 15.  0.  1.]
1,[0.         0.         0.         8.66666667 8.        ]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
-1,[ 1.  0. 12.  0.  8.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
-1,[0. 3. 8. 5. 5.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0.  8. 14.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 2.]
-1,[ 1.  2. 19. 10.  6.]
1,[0. 0. 0. 7. 8.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.          2.         17.          4.66666667  4.        ]
1,[0. 0. 0. 0. 3.]
1,[0. 2. 0. 0. 2.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0.  1.  0.  5.5 4. ]
1,[0. 0. 0. 0. 5.]
1,[0. 1. 0. 8. 4.]
1,[0. 1. 1. 0. 2.]
-1,[ 0.  1. 27.  4. 12.]
1,[ 0.  0.  3. 52. 13.]
-1,[ 0.  4. 16.  0.  3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 13.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
-1,[1. 0. 3. 0. 6.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0.  8. 16.]
-1,[ 0.  4. 25.  0.  9.]
1,[0. 0. 0. 9. 4.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  8. 30.]
1,[ 0.   0.   2.   5.6 12. ]
1,[0. 0. 0. 0. 8.]
-1,[ 0.  2. 14.  6.  4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 8. 1.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0.  0. 26.]
1,[ 0.  0.  0. 13.  2.]
-1,[ 0.  3. 18.  8.  5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 6. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          2.         17.          4.33333333  2.        ]
1,[0. 0. 0. 0. 2.]
1,[0.         0.         0.         3.66666667 6.        ]
1,[ 0.   1.   0.  22.5  9. ]
1,[0. 0. 0. 0. 2.]
1,[0.  0.  0.  4.5 6. ]
1,[0. 0. 0. 8. 1.]
1,[ 0.  0.  0. 13.  1.]
1,[0. 0. 0. 0. 4.]
-1,[ 1.  3. 16.  3.  4.]
1,[ 0.  0.  0. 25.  4.]
1,[0.  0.  0.  4.5 1. ]
1,[ 0.  1.  0. 14.  3.]
1,[ 0.  1.  0. 21. 15.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 9. 2.]
1,[0. 0. 3. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 3. 0. 4.]
1,[0.         0.         0.         0.07692308 4.        ]
1,[3. 0. 0. 0. 4.]
1,[ 0.   0.   0.  12.5  9. ]
1,[0. 0. 0. 0. 7.]
1,[ 0.  0.  0. 12.  1.]
1,[0. 0. 0. 5. 5.]
1,[0. 0. 0. 9. 6.]
-1,[0.  1.  8.  3.5 4. ]
1,[ 1.  0.  0. 10.  2.]
1,[0. 0. 0. 3. 1.]
1,[ 0.  0.  0. 12.  2.]
1,[0. 0. 0. 0. 4.]
1,[ 0.  0.  0.  0. 11.]
1,[0. 0. 1. 0. 6.]
1,[ 0.  1.  0.  0. 10.]
-1,[ 0.  2. 23.  9.  5.]
1,[0. 0. 0. 6. 1.]
1,[0. 2. 0. 0. 4.]
1,[0. 1. 0. 4. 1.]
-1,[ 0.  1.  2. 16.  5.]
1,[0. 0. 0. 6. 2.]
-1,[ 1.  1. 19.  8. 18.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  0.  3. 10.  4.]
1,[ 0.          0.          0.          4.66666667 13.        ]
1,[0. 0. 1. 0. 5.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 13.  1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 3.]
1,[ 0.  0.  0. 14.  0.]
1,[0. 0. 0. 9. 3.]
1,[ 0.   0.   0.   4.5 11. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 0.]
1,[1. 1. 0. 0. 3.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 7.]
1,[0. 0. 0. 0. 4.]
1,[ 1.  0.  0. 10.  2.]
1,[ 0.  0.  0.  0. 11.]
1,[ 0.  0.  1. 18.  7.]
-1,[ 1.  0.  7. 17. 11.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 10.  1.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.  2. 18.  6.  6.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.   3.  23.   2.4  3. ]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 24.  6.  4.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  2. 17. 15.  5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 10.  9.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 9. 3.]
-1,[ 0.  2. 26.  8.  4.]
-1,[ 0.  1. 14.  0.  4.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  0.  0. 14.  3.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 0. 4.]
1,[ 0.  1.  0. 13. 12.]
-1,[ 0.  2. 11.  7.  2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 3. 2. 3.]
1,[0. 0. 3. 5. 2.]
1,[0. 0. 0. 2. 2.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 6.]
1,[ 0.          0.          0.         12.33333333 10.        ]
-1,[0.  2.  9.  2.5 8. ]
1,[0. 0. 2. 0. 6.]
1,[ 0.  0.  0. 14.  5.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 4. 2.]
1,[0.         0.         0.         6.66666667 5.        ]
1,[0. 0. 0. 5. 5.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  1. 15.  2.]
1,[ 0.  0.  0. 11.  2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 5.]
1,[0.  0.  0.  2.5 2. ]
1,[0. 1. 0. 0. 1.]
-1,[0. 3. 0. 3. 4.]
1,[0. 0. 0. 0. 1.]
1,[0.         1.         0.         6.33333333 6.        ]
1,[0. 0. 4. 0. 7.]
1,[0. 0. 0. 9. 4.]
1,[ 0.  1.  0. 10.  3.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 14.  1.]
1,[ 0.  0.  0. 14.  3.]
1,[ 0.   1.   2.  13.5  7. ]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
-1,[ 0.  3. 11.  0.  5.]
1,[0.         1.         0.         5.66666667 4.        ]
1,[0.  0.  0.  4.5 7. ]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 9. 0.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.  1. 19.  4.  8.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 8. 2.]
-1,[ 0.    3.   14.    3.75  3.  ]
1,[0. 0. 0. 0. 7.]
1,[ 0.  1.  0. 12.  5.]
1,[0. 0. 0. 0. 4.]
-1,[ 0.  2. 24.  0.  3.]
1,[0. 0. 1. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 2. 0. 1.]
1,[ 0.  0.  0.  0. 31.]
1,[0.  0.  0.  3.5 1. ]
-1,[ 0.          5.         14.          1.42857143  5.        ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 4.]
-1,[0. 0. 5. 0. 0.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 11.  3.]
1,[0.  0.  0.  9.5 9. ]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 6.]
-1,[0. 0. 1. 0. 2.]
1,[ 0.  0.  0. 15.  6.]
1,[ 0.  2.  2. 24.  6.]
-1,[ 0.     0.     6.     0.625 24.   ]
1,[0. 0. 0. 7. 0.]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 3.]
1,[0.  1.  0.  6.5 4. ]
1,[0. 0. 0. 4. 1.]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  1. 13. 10.  8.]
-1,[ 0.  4. 14. 10.  0.]
1,[0. 0. 0. 6. 7.]
-1,[ 0.          4.         19.          7.33333333  7.        ]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 5.]
1,[ 0.   0.   0.  21.5  2. ]
1,[0. 1. 5. 0. 5.]
1,[0.         0.         2.         0.04347826 4.        ]
1,[0. 0. 1. 5. 1.]
1,[0. 1. 0. 0. 5.]
1,[0. 0. 0. 0. 7.]
-1,[ 0.  1. 16. 14. 12.]
-1,[ 0.   2.  22.   7.5  2. ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 10.  4.]
-1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  1.  1. 17.  2.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          2.         23.          4.33333333  6.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 8. 5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 0. 3.]
1,[ 0.  0.  0. 10.  2.]
1,[ 0.  0.  0. 13.  4.]
1,[0. 2. 1. 9. 3.]
-1,[ 0.          2.         14.          2.57142857  2.        ]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 7.]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 9. 1.]
1,[0. 0. 0. 5. 3.]
-1,[ 0.   2.  22.   7.5  2. ]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  0. 13.  5.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
-1,[0. 1. 8. 0. 0.]
-1,[ 0.  1. 16.  0.  4.]
1,[ 0.  0.  0. 14.  1.]
1,[0. 0. 0. 5. 0.]
1,[0. 0. 0. 5. 2.]
1,[ 0.  0.  0. 22.  8.]
1,[0. 0. 0. 0. 2.]
1,[1. 0. 0. 6. 2.]
1,[0. 0. 0. 0. 0.]
1,[0. 0. 0. 0. 6.]
1,[ 0.  0.  0. 49. 20.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 1. 0. 1.]
-1,[ 1.  3. 23.  8.  4.]
-1,[ 0.  2. 19. 12. 10.]
1,[0.  1.  0.  5.2 2. ]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0.  0. 16.]
1,[0. 0. 0. 0. 0.]
1,[ 0.  1.  0. 18.  5.]
-1,[ 0.  1. 14.  0.  2.]
-1,[0. 1. 2. 8. 6.]
1,[0. 0. 0. 0. 2.]
1,[0.  1.  0.  8.5 2. ]
1,[0.  2.  0.  5.5 6. ]
-1,[ 1.  1. 11.  0.  3.]
1,[0. 0. 0. 5. 0.]
1,[ 0.  0.  0. 13.  3.]
1,[0.         0.         1.         4.66666667 3.        ]
-1,[ 0.  2. 16.  8.  3.]
1,[0. 1. 0. 0. 1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 7. 6.]
1,[ 0.  0.  0. 50. 12.]
1,[0. 0. 0. 2. 2.]
1,[0. 0. 0. 7. 1.]
1,[ 0.   0.   0.  12.5 13. ]
1,[ 0.  1.  0. 15.  6.]
-1,[ 0.  3.  0. 20.  5.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.    1.   40.    1.25  9.  ]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 0. 0. 8.]
-1,[ 0.   4.  14.   9.5  1. ]
1,[ 0.   0.   1.  16.5  7. ]
1,[ 0.  0.  0. 12.  0.]
1,[0. 0. 0. 0. 8.]
1,[0. 0. 0. 5. 2.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 2. 0. 3.]
1,[0. 1. 0. 0. 0.]
1,[0. 0. 0. 7. 0.]
1,[0. 0. 1. 0. 1.]
1,[0. 1. 0. 5. 3.]
-1,[ 0.  1. 16.  4.  9.]
1,[0. 0. 0. 0. 0.]
-1,[ 0.    1.   12.    5.25  3.  ]
1,[0. 0. 0. 0. 1.]
1,[ 0.  0.  1. 16.  6.]
1,[0. 0. 1. 6. 1.]
-1,[ 0.   3.  23.   1.8  1. ]
1,[0. 0. 0. 0. 1.]
1,[0. 1. 0. 6. 3.]
1,[ 0.  0.  0. 14.  3.]
-1,[ 0.  2. 24.  3.  6.]
1,[0. 0. 0. 5. 1.]
1,[ 0.  0.  0. 10.  3.]
1,[0. 0. 0. 0. 6.]
1,[0. 0. 0. 0. 9.]
1,[0. 0. 0. 0. 2.]
1,[0. 0. 1. 0. 2.]
1,[ 0.  0.  4. 15.  5.]
1,[0. 0. 0. 0. 4.]
1,[ 0.   0.   0.   8.5 13. ]
1,[0. 0. 0. 5. 3.]
1,[ 0.  0.  0. 30.  2.]
1,[ 0.  0.  0. 12.  1.]
1,[ 0.  0.  0.  8. 10.]
1,[0. 0. 0. 0. 5.]
-1,[ 0.  4. 28.  0. 11.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 0. 8. 0.]
1,[0. 0. 0. 0. 4.]
1,[0. 1. 0. 7. 0.]
1,[ 0.  0.  0. 10.  9.]
1,[ 0.  1.  0. 33.  2.]
-1,[ 0.  1. 14. 11.  5.]
1,[0. 0. 0. 0. 2.]
1,[ 0.  0.  0. 11.  1.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 5.]
1,[0. 0. 0. 0. 8.]
1,[ 0.  0.  0. 14. 15.]
1,[0. 0. 8. 0. 7.]
1,[0. 0. 1. 0. 9.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          0.          4.          2.33333333 10.        ]
1,[0. 0. 0. 0. 2.]
1,[0.  0.  0.  4.5 1. ]
1,[ 0.  1.  0. 32.  4.]
1,[0. 0. 0. 0. 2.]
-1,[ 0.          2.         11.          6.66666667  3.        ]
1,[ 0.   0.   0.  14.5  8. ]
1,[ 0.  1.  0. 15.  7.]
1,[0. 0. 0. 0. 3.]
1,[0. 0. 0. 0. 1.]
-1,[ 0.          2.         26.          1.66666667 13.        ]
1,[0. 0. 1. 0. 2.]
-1,[ 0.  3. 15.  0.  3.]
1,[0. 1. 0. 0. 2.]
1,[0. 0. 0. 0. 1.]
1,[0. 0. 0. 0. 0.]
1,[0. 1. 1. 7. 2.]
1,[0. 0. 0. 0. 9.]
-1,[ 0.          3.         13.          5.33333333  2.        ]
1,[ 0.  0.  0. 19.  4.]
1,[0. 0. 0. 6. 1.]
1,[0. 0. 0. 0. 1.]
-1,[ 1.  1.  0. 16. 12.]
1,[0.  1.  0.  4.5 0. ]
1,[0. 1. 0. 0. 1.]
-1,[ 0.  2. 33.  0.  2.]
1,[ 0.  0.  0. 20.  1.]
1,[ 0.   0.   0.  12.5 12. ]
1,[0. 0. 0. 0. 6.]
1,[0. 1. 0. 3. 1.]
1,[0. 0. 1. 0. 4.]
1,[0. 0. 0. 0. 0.]
